=== trap int3 lines (all, with timestamps) ===
9月 22 10:13:21 CNS202649516533 kernel: traps: chrome[26725] trap int3 ip:579f32b4b22c sp:7ffed43e2620 error:0 in chrome[56c322c,579f2fbce000+b7cf000]
9月 22 10:13:22 CNS202649516533 kernel: traps: chrome[26753] trap int3 ip:56fe18e4a22c sp:7ffc4b8c7b50 error:0 in chrome[56c322c,56fe15ecd000+b7cf000]
9月 22 10:13:41 CNS202649516533 kernel: traps: chrome[27472] trap int3 ip:59e77bf7c22c sp:7ffff5b458d0 error:0 in chrome[56c322c,59e778fff000+b7cf000]
9月 22 10:13:41 CNS202649516533 kernel: traps: chrome[27491] trap int3 ip:5e77dd08022c sp:7ffd672f0b50 error:0 in chrome[56c322c,5e77da103000+b7cf000]
9月 22 10:13:41 CNS202649516533 kernel: traps: chrome[27512] trap int3 ip:5efdda5c422c sp:7fffc1f3ed80 error:0 in chrome[56c322c,5efdd7647000+b7cf000]
9月 22 10:17:10 CNS202649516533 kernel: traps: chrome[37687] trap int3 ip:6550bfe2822c sp:7ffe1c18b070 error:0 in chrome[56c322c,6550bceab000+b7cf000]
9月 22 10:17:11 CNS202649516533 kernel: traps: chrome[37714] trap int3 ip:62664507422c sp:7ffd13401c50 error:0 in chrome[56c322c,6266420f7000+b7cf000]
9月 22 10:22:54 CNS202649516533 kernel: traps: chrome[61754] trap int3 ip:5b2cfa96c22c sp:7ffd50c02ae0 error:0 in chrome[56c322c,5b2cf79ef000+b7cf000]

=== what binary do the trap int3 lines reference? summary ===
     25 traps: chrome

=== full traps: lines ===
9月 22 10:11:41 CNS202649516533 kernel: traps: chrome[21135] trap int3 ip:5ba4cada422c sp:7ffd60005630 error:0 in chrome[56c322c,5ba4c7e27000+b7cf000]
9月 22 10:11:51 CNS202649516533 kernel: traps: chrome[21608] trap int3 ip:6449d11cd22c sp:7fffa2869d60 error:0 in chrome[56c322c,6449ce250000+b7cf000]
9月 22 10:11:56 CNS202649516533 kernel: traps: chrome[21784] trap int3 ip:590f4fe3622c sp:7fffb112d460 error:0 in chrome[56c322c,590f4ceb9000+b7cf000]
9月 22 10:12:31 CNS202649516533 kernel: traps: chrome[23100] trap int3 ip:56b98440722c sp:7ffd92886230 error:0 in chrome[56c322c,56b98148a000+b7cf000]
9月 22 10:12:31 CNS202649516533 kernel: traps: chrome[23117] trap int3 ip:5d036b1bb22c sp:7ffce5fa6590 error:0 in chrome[56c322c,5d036823e000+b7cf000]
9月 22 10:12:31 CNS202649516533 kernel: traps: chrome[23134] trap int3 ip:6236e0ddd22c sp:7ffeed393d90 error:0 in chrome[56c322c,6236dde60000+b7cf000]
9月 22 10:13:08 CNS202649516533 kernel: traps: chrome[25861] trap int3 ip:5f59e836b22c sp:7fff3b10ee00 error:0 in chrome[56c322c,5f59e53ee000+b7cf000]
9月 22 10:13:08 CNS202649516533 kernel: traps: chrome[25949] trap int3 ip:572f7e61222c sp:7ffcfa4d2ed0 error:0 in chrome[56c322c,572f7b695000+b7cf000]
9月 22 10:13:08 CNS202649516533 kernel: traps: chrome[25979] trap int3 ip:55fb857c522c sp:7fff2d1e6210 error:0 in chrome[56c322c,55fb82848000+b7cf000]
9月 22 10:13:08 CNS202649516533 kernel: traps: chrome[26003] trap int3 ip:60da3cf3922c sp:7ffc5eba6450 error:0 in chrome[56c322c,60da39fbc000+b7cf000]
9月 22 10:13:09 CNS202649516533 kernel: traps: chrome[26025] trap int3 ip:5bfa689c522c sp:7ffea2a72b60 error:0 in chrome[56c322c,5bfa65a48000+b7cf000]
9月 22 10:13:09 CNS202649516533 kernel: traps: chrome[26047] trap int3 ip:5da5bec0122c sp:7ffcc3e400b0 error:0 in chrome[56c322c,5da5bbc84000+b7cf000]
9月 22 10:13:09 CNS202649516533 kernel: traps: chrome[26069] trap int3 ip:62314287e22c sp:7fff7b551be0 error:0 in chrome[56c322c,62313f901000+b7cf000]
9月 22 10:13:17 CNS202649516533 kernel: traps: chrome[26525] trap int3 ip:5ae8138f622c sp:7ffe674f1dd0 error:0 in chrome[56c322c,5ae810979000+b7cf000]
9月 22 10:13:18 CNS202649516533 kernel: traps: chrome[26585] trap int3 ip:5c084efee22c sp:7ffeec390a00 error:0 in chrome[56c322c,5c084c071000+b7cf000]
9月 22 10:13:19 CNS202649516533 kernel: traps: chrome[26613] trap int3 ip:5ad97542c22c sp:7ffc8f2e63b0 error:0 in chrome[56c322c,5ad9724af000+b7cf000]
9月 22 10:13:20 CNS202649516533 kernel: traps: chrome[26660] trap int3 ip:5eaa5370d22c sp:7fff56c86990 error:0 in chrome[56c322c,5eaa50790000+b7cf000]
9月 22 10:13:21 CNS202649516533 kernel: traps: chrome[26725] trap int3 ip:579f32b4b22c sp:7ffed43e2620 error:0 in chrome[56c322c,579f2fbce000+b7cf000]
9月 22 10:13:22 CNS202649516533 kernel: traps: chrome[26753] trap int3 ip:56fe18e4a22c sp:7ffc4b8c7b50 error:0 in chrome[56c322c,56fe15ecd000+b7cf000]
9月 22 10:13:41 CNS202649516533 kernel: traps: chrome[27472] trap int3 ip:59e77bf7c22c sp:7ffff5b458d0 error:0 in chrome[56c322c,59e778fff000+b7cf000]
9月 22 10:13:41 CNS202649516533 kernel: traps: chrome[27491] trap int3 ip:5e77dd08022c sp:7ffd672f0b50 error:0 in chrome[56c322c,5e77da103000+b7cf000]
9月 22 10:13:41 CNS202649516533 kernel: traps: chrome[27512] trap int3 ip:5efdda5c422c sp:7fffc1f3ed80 error:0 in chrome[56c322c,5efdd7647000+b7cf000]
9月 22 10:17:10 CNS202649516533 kernel: traps: chrome[37687] trap int3 ip:6550bfe2822c sp:7ffe1c18b070 error:0 in chrome[56c322c,6550bceab000+b7cf000]
9月 22 10:17:11 CNS202649516533 kernel: traps: chrome[37714] trap int3 ip:62664507422c sp:7ffd13401c50 error:0 in chrome[56c322c,6266420f7000+b7cf000]
9月 22 10:22:54 CNS202649516533 kernel: traps: chrome[61754] trap int3 ip:5b2cfa96c22c sp:7ffd50c02ae0 error:0 in chrome[56c322c,5b2cf79ef000+b7cf000]

=== workqueue hogged lines ===
9月 22 10:12:23 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 4 times, consider switching to WQ_UNBOUND
9月 22 10:17:24 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 5 times, consider switching to WQ_UNBOUND
9月 22 10:27:26 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 7 times, consider switching to WQ_UNBOUND
9月 22 10:31:03 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 11 times, consider switching to WQ_UNBOUND

=== pm_runtime lines ===
9月 22 10:12:23 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 4 times, consider switching to WQ_UNBOUND
9月 22 10:17:24 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 5 times, consider switching to WQ_UNBOUND
9月 22 10:27:26 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 7 times, consider switching to WQ_UNBOUND
9月 22 10:31:03 CNS202649516533 kernel: workqueue: pm_runtime_work hogged CPU for >10000us 11 times, consider switching to WQ_UNBOUND
