time,reason,gpu,metric,scope,sum,count,bucket_count,histogram_type,range
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,95510028,,100,1,"[8, 792]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,93414039,,50,0,"[1, 5000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1814972,,50,0,"[1, 1000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,742895,,50,0,"[1, 1000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,338413,,100,0,"[1, 20000]"
2026-09-04 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,5992333,,50,0,"[1, 1000]"
2026-09-04 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,25651469,,50,0,"[1, 5000]"
2026-09-04 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,41516019,,100,1,"[8, 792]"
2026-09-04 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,41515907,,50,0,"[1, 5000]"
2026-09-04 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1016123,,50,0,"[1, 1000]"
2026-09-04 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,0,0,50,0,"[1, 1000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,32476,,50,0,"[1, 100000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,215039160,,50,0,"[1, 66355200]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,487545,,50,0,"[1, 1000000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1856078,,50,0,"[1, 1073741824]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,3748617,,50,0,"[1, 1000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,5365272063,,50,0,"[1, 5000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,5397635586,,100,1,"[8, 792]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,2639401682,,50,0,"[1, 5000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,2160080,,50,0,"[1, 1000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,677575,,50,0,"[1, 1000]"
2026-09-05 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,363411,,100,0,"[1, 20000]"
2026-09-06 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,4600814,,50,0,"[1, 1000]"
2026-09-06 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,553558229,,50,0,"[1, 5000]"
2026-09-06 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,564107376,,100,1,"[8, 792]"
2026-09-06 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,564107258,,50,0,"[1, 5000]"
2026-09-06 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,3828595,,50,0,"[1, 1000]"
2026-09-06 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,81494,,50,0,"[1, 1000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,24279,,50,0,"[1, 100000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,173027373,,50,0,"[1, 66355200]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,365395,,50,0,"[1, 1000000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1390032,,50,0,"[1, 1073741824]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,5232359,,50,0,"[1, 1000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,582820754,,50,0,"[1, 5000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,627004434,,100,1,"[8, 792]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,550321271,,50,0,"[1, 5000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,5693517,,50,0,"[1, 1000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,2175851,,50,0,"[1, 1000]"
2026-09-07 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,268609,,100,0,"[1, 20000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,11208,,50,0,"[1, 100000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,109589304,,50,0,"[1, 66355200]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,423147,,50,0,"[1, 1000000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,807255,,50,0,"[1, 1073741824]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,4852222,,50,0,"[1, 1000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,280909643,,50,0,"[1, 5000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,308531675,,100,1,"[8, 792]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,305283088,,50,0,"[1, 5000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,5624694,,50,0,"[1, 1000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,2704593,,50,0,"[1, 1000]"
2026-09-08 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,241880,,100,0,"[1, 20000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,1065,,50,0,"[1, 100000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,9097282,,50,0,"[1, 66355200]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,27269,,50,0,"[1, 1000000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,62674,,50,0,"[1, 1073741824]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,2941839,,50,0,"[1, 1000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,323528152,,50,0,"[1, 5000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,330563562,,100,1,"[8, 792]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,329720995,,50,0,"[1, 5000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,3186062,,50,0,"[1, 1000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,1253573,,50,0,"[1, 1000]"
2026-09-09 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,16047,,100,0,"[1, 20000]"
2026-09-10 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,4986908,,50,0,"[1, 1000]"
2026-09-10 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,560227763,,50,0,"[1, 5000]"
2026-09-10 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,569834534,,100,1,"[8, 792]"
2026-09-10 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,569834534,,50,0,"[1, 5000]"
2026-09-10 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,5460798,,50,0,"[1, 1000]"
2026-09-10 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,2160365,,50,0,"[1, 1000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,24908,,50,0,"[1, 100000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,241634675,,50,0,"[1, 66355200]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,499652,,50,0,"[1, 1000000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1613851,,50,0,"[1, 1073741824]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,3581539,,50,0,"[1, 1000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,335820422,,50,0,"[1, 5000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,356022390,,100,1,"[8, 792]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,348250823,,50,0,"[1, 5000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,3600324,,50,0,"[1, 1000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,1545725,,50,0,"[1, 1000]"
2026-09-11 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,358109,,100,0,"[1, 20000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,11969,,50,0,"[1, 100000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,95032640,,50,0,"[1, 66355200]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,209389,,50,0,"[1, 1000000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,703423,,50,0,"[1, 1073741824]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,1512541,,50,0,"[1, 1000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,71043048,,50,0,"[1, 5000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,82200400,,100,1,"[8, 792]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,74906546,,50,0,"[1, 5000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1285291,,50,0,"[1, 1000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,767761,,50,0,"[1, 1000]"
2026-09-12 06:24:11,aborted-session,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,195651,,100,0,"[1, 20000]"
